prompt,graph_id,n_nodes,n_edges,density,mean_in_degree,std_in_degree,max_in_degree,mean_out_degree,std_out_degree,max_out_degree,degree_assortativity,avg_clustering,transitivity,n_simple_cycles_sampled,cycle_density,avg_shortest_path,diameter,n_weakly_connected_components,largest_wcc_fraction,modularity,n_communities,spectral_gap,algebraic_connectivity,spectral_radius,n_layers,cross_layer_edge_ratio,backward_edge_ratio,layer_entropy,dag_depth,tree_likeness,mean_activation,std_activation,mean_edge_weight,std_edge_weight,weight_entropy,interpretability_label
[synthetic-clean-tree],graph_0000,104,103,0.009615384615384616,0.9903846153846154,1.496760555253683,4,0.9903846153846154,0.09758549581819442,1,0.0,0.0,0.0,0,0.0,5.777445855115758,8,1,1.0,0.795747040051737,10,0.0,0.0,0.0,5,0.0,1.0,0.9071252805999023,3.2062856475708763,1.0,0.139772846345315,0.1029815750379373,0.6467611380741869,0.22792550816803603,4.5710520273156146,1.0
[synthetic-clean-tree],graph_0001,76,75,0.013157894736842105,0.9868421052631579,1.400126132030814,4,0.9868421052631579,0.11395071102426826,1,0.0,0.0,0.0,0,0.0,5.609824561403509,8,1,1.0,0.7756097322814998,9,0.0,0.0,0.0,5,0.0,1.0,0.9772762683910694,3.3265957594109508,1.0,0.15571091842217086,0.13071183650116439,0.6460967628001246,0.21624387058265804,4.258927508916735,1.0
[synthetic-clean-tree],graph_0002,86,85,0.011627906976744186,0.9883720930232558,1.505757833200431,4,0.9883720930232558,0.10720400531735916,1,0.0,0.0,0.0,0,0.0,5.665389876880985,8,1,1.0,0.788173816130451,11,0.0,0.0,0.0,5,0.0,1.0,0.9242672214239389,3.294978140390316,1.0,0.1521564771872544,0.12371276802393182,0.6382167532254974,0.19945267362458693,4.391920819941519,1.0
[synthetic-clean-tree],graph_0003,156,155,0.00641025641025641,0.9935897435897436,1.4914147253436012,4,0.9935897435897436,0.07980704870505599,1,0.0,0.0,0.0,0,0.0,6.231596360628619,8,1,1.0,0.8383838832663063,12,0.0,0.0,0.0,5,0.0,1.0,0.9074346248128077,3.544763999161913,1.0,0.14446932243986815,0.10511488297559103,0.6566318349721297,0.2128241338570693,4.98777850395163,1.0
[synthetic-clean-tree],graph_0004,124,123,0.008064516129032258,0.9919354838709677,1.4783162160198833,4,0.9919354838709677,0.08943981053555984,1,0.0,0.0,0.0,0,0.0,6.103199580382901,8,1,1.0,0.8162998790716796,11,0.0,0.0,0.0,5,0.0,1.0,0.9240206393465398,3.6000728025069124,1.0,0.12861051905031406,0.1067383296731443,0.6703268889216654,0.21745252414824634,4.756721967702513,1.0
[synthetic-clean-tree],graph_0005,173,172,0.005780346820809248,0.9942196531791907,1.4995070859737305,4,0.9942196531791907,0.07580853785320231,1,0.0,0.0,0.0,0,0.0,6.3741094233095845,8,1,1.0,0.8589237306391593,12,0.0,0.0,0.0,5,0.0,1.0,0.9152286722701832,3.2305517734322815,1.0,0.14487446651118022,0.09797518960250459,0.628845951602226,0.2002292819888013,5.095279484438157,1.0
[synthetic-clean-tree],graph_0006,190,189,0.005263157894736842,0.9947368421052631,1.4743325641439553,4,0.9947368421052631,0.07235645834140797,1,0.0,0.0,0.0,0,0.0,6.360623781676413,8,1,1.0,0.8591606577970045,14,0.0,0.0,0.0,5,0.0,1.0,0.9145855854781504,3.511205699849403,1.0,0.14099157216402106,0.09443808820503691,0.6290645380601919,0.20166725426224685,5.189769690201881,1.0
[synthetic-clean-tree],graph_0007,94,93,0.010638297872340425,0.9893617021276596,1.4695105629778529,4,0.9893617021276596,0.10259202937226548,1,0.0,0.0,0.0,0,0.0,6.112331274307938,8,1,1.0,0.7638494843842402,11,0.0,0.0,0.0,5,0.0,1.0,0.9900247577819581,3.418496015572246,1.0,0.15813700518680512,0.11001333668682542,0.61541073908726,0.19663022291958537,4.482606364135723,1.0
[synthetic-clean-tree],graph_0008,102,101,0.00980392156862745,0.9901960784313726,1.4518081899399717,4,0.9901960784313726,0.09852819236393033,1,0.0,0.0,0.0,0,0.0,6.052611143467288,8,1,1.0,0.7955771861966696,11,0.0,0.0,0.0,5,0.0,1.0,0.9701865624400752,3.411103294209748,1.0,0.14261866327589848,0.11704177234340174,0.6567494623374842,0.19407992413778735,4.569365710493955,1.0
[synthetic-clean-tree],graph_0009,153,152,0.006535947712418301,0.9934640522875817,1.5571749685551364,4,0.9934640522875817,0.08058057520220885,1,0.0,0.0,0.0,0,0.0,6.23546611627107,8,1,1.0,0.8393864544843693,10,0.0,0.0,0.0,5,0.0,1.0,0.8733726836361103,3.3130790651156516,1.0,0.1410909518774021,0.10405118609482511,0.6620168214439529,0.20742817080904744,4.972417813798296,1.0
[synthetic-clean-tree],graph_0010,130,129,0.007692307692307693,0.9923076923076923,1.5114748469682686,4,0.9923076923076923,0.0873678207046196,1,0.0,0.0,0.0,0,0.0,6.1367918902802625,8,1,1.0,0.8259095704468016,10,0.0,0.0,0.0,5,0.0,1.0,0.9165417287637927,3.118456953425684,1.0,0.14840011674662273,0.12680763333733536,0.641609355789062,0.19645265575785253,4.8106687382650675,1.0
[synthetic-clean-tree],graph_0011,92,91,0.010869565217391304,0.9891304347826086,1.4632792626078155,4,0.9891304347826086,0.10368904363227666,1,0.0,0.0,0.0,0,0.0,5.7044911610129,8,1,1.0,0.7741440901087725,10,0.0,0.0,0.0,5,0.0,1.0,0.9380283340352258,3.2627904864003265,1.0,0.14919571358311973,0.12617371288038215,0.6231285086065124,0.21324099936870214,4.4521343946920195,1.0
[synthetic-clean-tree],graph_0012,122,121,0.00819672131147541,0.9918032786885246,1.512222886899078,4,0.9918032786885246,0.09016393442622954,1,0.0,0.0,0.0,0,0.0,6.142528112721854,8,1,1.0,0.79839157061159,10,0.0,0.0,0.0,5,0.0,1.0,0.9049822325227851,3.3879141978200034,1.0,0.143709150567829,0.1092900285626429,0.6442464764719683,0.20800086706484794,4.742347918621804,1.0
[synthetic-clean-tree],graph_0013,135,134,0.007407407407407408,0.9925925925925926,1.4529474324374614,4,0.9925925925925926,0.08574694002066834,1,0.0,0.0,0.0,0,0.0,6.14571586511885,8,1,1.0,0.8304026100292488,11,0.0,0.0,0.0,5,0.0,1.0,0.9377568141459377,3.591924888081754,1.0,0.14128429975679985,0.11937532962516705,0.6443337210735479,0.20179899782800173,4.84707622985824,1.0
[synthetic-clean-tree],graph_0014,64,63,0.015625,0.984375,1.3974551368022516,4,0.984375,0.12401959270615269,1,0.0,0.0,0.0,0,0.0,5.413194444444445,8,1,1.0,0.7328188540643213,9,0.0,0.0,0.0,5,0.0,1.0,0.9977785254424818,3.6430590649169208,1.0,0.15145054442328892,0.12249527604749841,0.6754389112509108,0.2181965319164683,4.088187166551459,1.0
[synthetic-clean-tree],graph_0015,199,198,0.005025125628140704,0.9949748743718593,1.4953780968822015,4,0.9949748743718593,0.07070978532397132,1,0.0,0.0,0.0,0,0.0,6.415207349880717,8,1,1.0,0.8530018497455565,14,0.0,0.0,0.0,5,0.0,1.0,0.9078783480787419,3.5080421087957934,1.0,0.14174625045706987,0.10235109735811214,0.6495089678144546,0.2113201287184478,5.233374440883663,1.0
[synthetic-clean-tree],graph_0016,167,166,0.005988023952095809,0.9940119760479041,1.5104308224204284,4,0.9940119760479041,0.07715029177679718,1,0.0,0.0,0.0,0,0.0,6.374864728374576,8,1,1.0,0.8434949348459999,11,0.0,0.0,0.0,5,0.0,1.0,0.9003583446750858,3.426523740845888,1.0,0.1396528260670645,0.11289218934050431,0.6738775358178701,0.1962424943731638,5.066900482006745,1.0
[synthetic-clean-tree],graph_0017,76,75,0.013157894736842105,0.9868421052631579,1.4094924530018786,4,0.9868421052631579,0.11395071102426826,1,0.0,0.0,0.0,0,0.0,5.602456140350877,8,1,1.0,0.774237742611397,9,0.0,0.0,0.0,5,0.0,1.0,0.9903190389852329,3.5214583339863257,1.0,0.1604261414965109,0.12563782894293948,0.6879143121988651,0.21798283014095135,4.264690477991274,1.0
[synthetic-clean-tree],graph_0018,58,57,0.017241379310344827,0.9827586206896551,1.3832916678299456,4,0.9827586206896551,0.13016955922880602,1,0.0,0.0,0.0,0,0.0,5.412583182093164,8,1,1.0,0.7359189467771174,7,0.0,0.0,0.0,5,0.0,1.0,1.0193776938718215,3.073064445692779,1.0,0.14694824026021006,0.13344155106036357,0.6741016823495084,0.2135120985314338,3.990674123499247,1.0
[synthetic-clean-tree],graph_0019,146,145,0.00684931506849315,0.9931506849315068,1.5237686488119744,4,0.9931506849315068,0.08247667519720751,1,0.0,0.0,0.0,0,0.0,6.277279168634861,8,1,1.0,0.8214875713938621,11,0.0,0.0,0.0,5,0.0,1.0,0.9199594023889832,3.6818117374110013,1.0,0.14021784944764798,0.09689336729837723,0.6576821021627979,0.20308301153485975,4.927143129043706,1.0
[synthetic-clean-tree],graph_0020,64,63,0.015625,0.984375,1.4522847032779076,4,0.984375,0.12401959270615269,1,0.0,0.0,0.0,0,0.0,5.375,8,1,1.0,0.7609046227765892,9,0.0,0.0,0.0,5,0.0,1.0,0.9813454187064612,2.755971145841137,1.0,0.15519501981018957,0.12835055428693923,0.6180659735078587,0.20446106596822308,4.085300463090695,1.0
[synthetic-clean-tree],graph_0021,119,118,0.008403361344537815,0.9915966386554622,1.4171565703417,4,0.9915966386554622,0.09128386967395141,1,0.0,0.0,0.0,0,0.0,6.19740777666999,8,1,1.0,0.8005328707847489,10,0.0,0.0,0.0,5,0.0,1.0,0.9716029681733369,3.5834076493632026,1.0,0.1566503407461974,0.13483228923741003,0.6752648090543774,0.19442450734804018,4.7276533098046265,1.0
[synthetic-clean-tree],graph_0022,93,92,0.010752688172043012,0.989247311827957,1.3873051439725772,4,0.989247311827957,0.10313616179167141,1,0.0,0.0,0.0,0,0.0,5.918653576437587,8,1,1.0,0.7823844499789555,11,0.0,0.0,0.0,5,0.0,1.0,1.0102281115278835,3.5569738722574673,1.0,0.15342839658054186,0.12938808314343866,0.6277024796971705,0.2191227538260594,4.459062235472173,1.0
[synthetic-clean-tree],graph_0023,88,87,0.011363636363636364,0.9886363636363636,1.4261703183208885,4,0.9886363636363636,0.10599294378510019,1,0.0,0.0,0.0,0,0.0,5.645506792058516,8,1,1.0,0.7888147814545866,8,0.0,0.0,0.0,5,0.0,1.0,0.9614668268956119,3.4226252237933594,1.0,0.14071799338936544,0.11613244826668352,0.6849792136709628,0.20895831830565598,4.416227026780669,1.0
[synthetic-clean-tree],graph_0024,133,132,0.007518796992481203,0.9924812030075187,1.4791596913463454,4,0.9924812030075187,0.08638440069981998,1,0.0,0.0,0.0,0,0.0,6.120984278879016,8,1,1.0,0.8178539294543714,11,0.0,0.0,0.0,5,0.0,1.0,0.9128070351861877,3.3854624123235917,1.0,0.13623851000764342,0.11407454472231486,0.6554477474548411,0.21429959851037675,4.827255851789211,1.0
[synthetic-clean-tree],graph_0025,135,134,0.007407407407407408,0.9925925925925926,1.4782186291278723,4,0.9925925925925926,0.08574694002066834,1,0.0,0.0,0.0,0,0.0,6.293421779988944,8,1,1.0,0.8102490558876086,13,0.0,0.0,0.0,5,0.0,1.0,0.9455971864969981,3.5990587118362107,1.0,0.143791622165805,0.12137078195457986,0.6582247936921324,0.1889072069544885,4.855133720694791,1.0
[synthetic-clean-tree],graph_0026,60,59,0.016666666666666666,0.9833333333333333,1.372244714165646,4,0.9833333333333333,0.12801909579781015,1,0.0,0.0,0.0,0,0.0,5.430508474576271,8,1,1.0,0.7426654535401581,9,0.0,0.0,0.0,5,0.0,1.0,1.0175352182636561,3.4558516187172326,1.0,0.16400651223207444,0.13204810229176528,0.6594413304747588,0.20844882004160792,4.023215979185372,1.0
[synthetic-clean-tree],graph_0027,162,161,0.006172839506172839,0.9938271604938271,1.4593120042273553,4,0.9938271604938271,0.0783245527188242,1,0.0,0.0,0.0,0,0.0,6.319530710835059,8,1,1.0,0.8493415519731099,13,0.0,0.0,0.0,5,0.0,1.0,0.9364471548142371,3.2777233332276743,1.0,0.14603237613288853,0.10714430108519518,0.6539000876654624,0.20429953993145125,5.030911483745801,1.0
[synthetic-clean-tree],graph_0028,183,182,0.00546448087431694,0.994535519125683,1.5131383366326994,4,0.994535519125683,0.07371987739471061,1,0.0,0.0,0.0,0,0.0,6.403771092295682,8,1,1.0,0.8497721783065324,14,0.0,0.0,0.0,5,0.0,1.0,0.904775374425163,3.5835300729934287,1.0,0.14410995979447713,0.11787023095997196,0.6435324980568919,0.21555495405829317,5.145696975019993,1.0
[synthetic-clean-tree],graph_0029,75,74,0.013333333333333334,0.9866666666666667,1.4741626625157607,4,0.9866666666666667,0.11469767022723507,1,0.0,0.0,0.0,0,0.0,5.638198198198198,8,1,1.0,0.7645046990973193,10,0.0,0.0,0.0,5,0.0,1.0,0.9561624996532168,3.2803521229690142,1.0,0.14513458099334092,0.13445766871113607,0.6696050348691688,0.2234635184203338,4.2446795246086735,1.0
[synthetic-clean-tree],graph_0030,108,107,0.009259259259259259,0.9907407407407407,1.5122669417649142,4,0.9907407407407407,0.09577852252582035,1,1.0389829834143082e-07,0.0,0.0,0,0.0,6.0514018691588785,8,1,1.0,0.8037463335205248,10,0.0,0.0,0.0,5,0.0,1.0,0.9388226040339808,3.559784563836242,1.0,0.14993693173362688,0.1131141374844622,0.6314920363142833,0.22385158216221257,4.609166390812963,1.0
[synthetic-clean-tree],graph_0031,91,90,0.01098901098901099,0.989010989010989,1.5081792056525505,4,0.989010989010989,0.10425091187368281,1,0.0,0.0,0.0,0,0.0,5.632722832722833,8,1,1.0,0.7653772609362552,12,0.0,0.0,0.0,5,0.0,1.0,0.9071910607381279,3.2266526314262958,1.0,0.14060682960065923,0.12341657582474996,0.656829887185536,0.21282261923271364,4.446101591625748,1.0
[synthetic-clean-tree],graph_0032,144,143,0.006944444444444444,0.9930555555555556,1.4976672962467044,4,0.9930555555555556,0.08304347738264861,1,0.0,0.0,0.0,0,0.0,6.342754467754467,8,1,1.0,0.8380601818643141,11,0.0,0.0,0.0,5,0.0,1.0,0.9272952872764916,3.549593124841293,1.0,0.14392606788508816,0.11494071162259042,0.6740046279757891,0.2050424560514616,4.914319265258285,1.0
[synthetic-clean-tree],graph_0033,196,195,0.00510204081632653,0.9948979591836735,1.4999913230347393,4,0.9948979591836735,0.07124612267229052,1,0.0,0.0,0.0,0,0.0,6.419832548403977,8,1,1.0,0.8557195805771491,13,0.0,0.0,0.0,5,0.0,1.0,0.8989225879133818,3.3651877427664774,1.0,0.13420237440738883,0.09455862977526124,0.6320368176895569,0.2036009492116563,5.219796470005541,1.0
[synthetic-clean-tree],graph_0034,215,214,0.004651162790697674,0.9953488372093023,1.5656120711665356,4,0.9953488372093023,0.06804064575966416,1,0.0,0.0,0.0,0,0.0,6.4599869593566615,8,1,1.0,0.8641206337772365,12,0.0,0.0,0.0,5,0.0,1.0,0.8634895768121309,3.778958840875372,1.0,0.13963950204959302,0.10342547213372563,0.6575341047037956,0.1989777041991199,5.3185061630757335,1.0
[synthetic-clean-tree],graph_0035,140,139,0.007142857142857143,0.9928571428571429,1.46627043194352,4,0.9928571428571429,0.08421304373251141,1,0.0,0.0,0.0,0,0.0,6.161048304213772,8,1,1.0,0.8283301705262327,11,0.0,0.0,0.0,5,0.0,1.0,0.9265853748262296,3.4939841173539463,1.0,0.13414273298429388,0.10540499648072356,0.6700362269723934,0.1969442172314101,4.889261069673248,1.0
[synthetic-clean-tree],graph_0036,136,135,0.007352941176470588,0.9926470588235294,1.531513685720821,4,0.9926470588235294,0.08543345616634007,1,0.0,0.0,0.0,0,0.0,6.1649237472766885,8,1,1.0,0.8222667810267577,12,0.0,0.0,0.0,5,0.0,1.0,0.9015885637007186,3.527739113730189,1.0,0.151973608882553,0.11737190794313632,0.6499998034503094,0.20757955028273561,4.853283471637324,1.0
[synthetic-clean-tree],graph_0037,120,119,0.008333333333333333,0.9916666666666667,1.4916201110053304,4,0.9916666666666667,0.09090593428863096,1,0.0,0.0,0.0,0,0.0,6.138515406162465,8,1,1.0,0.805316524526009,11,0.0,0.0,0.0,5,0.0,1.0,0.9230604957899095,3.5318975058963376,1.0,0.15110548307609195,0.11745874036623587,0.6355899381033461,0.19466966435513935,4.731346456083538,1.0
[synthetic-clean-tree],graph_0038,195,194,0.005128205128205128,0.9948717948717949,1.5072387247238028,4,0.9948717948717949,0.0714276321906878,1,0.0,0.0,0.0,0,0.0,6.430663494581021,8,1,1.0,0.8514298316570864,14,0.0,0.0,0.0,5,0.0,1.0,0.8959422363565794,3.300087330703438,1.0,0.13682011964702487,0.10579278582364778,0.6232350570473199,0.19743792741162589,5.21528738715431,1.0
[synthetic-clean-tree],graph_0039,149,148,0.006711409395973154,0.9932885906040269,1.51279395854517,4,0.9932885906040269,0.0816478191986338,1,0.0,0.0,0.0,0,0.0,6.201342281879195,8,1,1.0,0.8322418280269258,10,0.0,0.0,0.0,5,0.0,1.0,0.886807619006974,3.4920762344526333,1.0,0.15320442398021805,0.12020131471043619,0.6628018700586127,0.20696600989155886,4.945785975690965,1.0
[synthetic-clean-tree],graph_0040,199,198,0.005025125628140704,0.9949748743718593,1.518719003446327,4,0.9949748743718593,0.07070978532397132,1,0.0,0.0,0.0,0,0.0,6.44424140906553,8,1,1.0,0.8485203484187048,13,0.0,0.0,0.0,5,0.0,1.0,0.896911007929999,3.599501786967225,1.0,0.13711338695613923,0.09451356052686304,0.6485331043426532,0.21709624767714295,5.230427199119912,1.0
[synthetic-clean-tree],graph_0041,104,103,0.009615384615384616,0.9903846153846154,1.437781359138583,4,0.9903846153846154,0.09758549581819442,1,0.0,0.0,0.0,0,0.0,6.035660941000747,8,1,1.0,0.8140617109966453,9,0.0,0.0,0.0,5,0.0,1.0,0.9604371959512865,2.9648721374728724,1.0,0.15288997803811813,0.12118976112237329,0.6250020299365501,0.20513792262841726,4.579576488297617,1.0
[synthetic-clean-tree],graph_0042,132,131,0.007575757575757576,0.9924242424242424,1.5100482237995525,4,0.9924242424242424,0.08670850865348179,1,0.0,0.0,0.0,0,0.0,6.081887578070784,8,1,1.0,0.8232137476521487,10,0.0,0.0,0.0,5,0.0,1.0,0.9171814389673332,3.837956360330916,1.0,0.1359388562280716,0.10943497681376117,0.6579166810878698,0.2216669880649875,4.815640321131758,1.0
[synthetic-clean-tree],graph_0043,142,141,0.007042253521126761,0.9929577464788732,1.5081771427751078,4,0.9929577464788732,0.08362212737350645,1,0.0,0.0,0.0,0,0.0,6.333133553091599,8,1,1.0,0.8348419982852799,9,0.0,0.0,0.0,5,0.0,1.0,0.9191928451690647,3.2984952835647428,1.0,0.14796628162838357,0.10865456375062811,0.6679794442680373,0.20173085568850366,4.901796931691855,1.0
[synthetic-clean-tree],graph_0044,93,92,0.010752688172043012,0.989247311827957,1.5133429751190692,4,0.989247311827957,0.10313616179167141,1,0.0,0.0,0.0,0,0.0,5.675081813931744,8,1,1.0,0.7901655216007285,11,0.0,0.0,0.0,5,0.0,1.0,0.9079832546817865,3.410620967331992,1.0,0.15027637283947975,0.12256027583475894,0.6509557037264347,0.1991164808447428,4.473742919870328,1.0
[synthetic-clean-tree],graph_0045,77,76,0.012987012987012988,0.987012987012987,1.4187382952753087,4,0.987012987012987,0.11321815437767985,1,0.0,0.0,0.0,0,0.0,5.917293233082707,8,1,1.0,0.7614746436277747,9,0.0,0.0,0.0,5,0.0,1.0,1.0077044117869913,3.0765276556482624,1.0,0.16215602599096224,0.1549667800165858,0.6410676821866855,0.18320899498329482,4.288811339097253,1.0
[synthetic-clean-tree],graph_0046,91,90,0.01098901098901099,0.989010989010989,1.5008752427782717,4,0.989010989010989,0.10425091187368281,1,0.0,0.0,0.0,0,0.0,5.722588522588523,8,1,1.0,0.7816794005785771,9,0.0,0.0,0.0,5,0.0,1.0,0.9071910607381279,3.3985689944320847,1.0,0.1385889527403261,0.10946483200322525,0.692392488259492,0.21567219922107234,4.448621747508971,1.0
[synthetic-clean-tree],graph_0047,106,105,0.009433962264150943,0.9905660377358491,1.50154186804367,4,0.9905660377358491,0.09666934684867547,1,0.0,0.0,0.0,0,0.0,5.770350404312668,8,1,1.0,0.8097811037851348,9,0.0,0.0,0.0,5,0.0,1.0,0.9186712644343062,3.3324052181938066,1.0,0.1359871448319179,0.10135402710517705,0.6554724049496887,0.20082361213063835,4.604701646320333,1.0
[synthetic-clean-tree],graph_0048,167,166,0.005988023952095809,0.9940119760479041,1.5222777056208328,4,0.9940119760479041,0.07715029177679718,1,0.0,0.0,0.0,0,0.0,6.396796767909963,8,1,1.0,0.8597292176932712,12,0.0,0.0,0.0,5,0.0,1.0,0.9006443380046114,3.5275005569315887,1.0,0.13949330970553533,0.0971190928543102,0.6587279605977071,0.21017072958613012,5.058234854261522,1.0
[synthetic-clean-tree],graph_0049,181,180,0.0055248618784530384,0.994475138121547,1.514195217090331,4,0.994475138121547,0.07412380035910907,1,0.0,0.0,0.0,0,0.0,6.412768569674647,8,1,1.0,0.8475457913022539,13,0.0,0.0,0.0,5,0.0,1.0,0.8982574011147519,3.5180897824136173,1.0,0.1391295757211633,0.10138406192883406,0.6232250384372419,0.21055205193788226,5.133413849733966,1.0
[synthetic-clean-tree],graph_0050,113,112,0.008849557522123894,0.9911504424778761,1.4724344733304833,4,0.9911504424778761,0.09365491366600322,1,0.0,0.0,0.0,0,0.0,6.0549936788874845,8,1,1.0,0.8084954130133328,9,0.0,0.0,0.0,5,0.0,1.0,0.9357640332280501,3.63938339925504,1.0,0.14683507668604162,0.11334278269754128,0.62186240432916,0.18481472666443682,4.673350817285296,1.0
[synthetic-clean-tree],graph_0051,106,105,0.009433962264150943,0.9905660377358491,1.5078116281606186,4,0.9905660377358491,0.09666934684867547,1,0.0,0.0,0.0,0,0.0,5.753099730458221,8,1,1.0,0.806561203425594,10,0.0,0.0,0.0,5,0.0,1.0,0.8973926983100505,3.3278300656442905,1.0,0.14168319614220728,0.10987806895083196,0.664234884840196,0.18779543267183063,4.6124103113566015,1.0
[synthetic-clean-tree],graph_0052,101,100,0.009900990099009901,0.9900990099009901,1.45217521721181,4,0.9900990099009901,0.09900990099009897,1,0.0,0.0,0.0,0,0.0,5.9675247524752475,8,1,1.0,0.7938598802111566,9,0.0,0.0,0.0,5,0.0,1.0,0.9659626040684124,3.583550313665378,1.0,0.1478005787601558,0.11652644635604076,0.677687474835258,0.20314531135469446,4.55858971043953,1.0
[synthetic-clean-tree],graph_0053,115,114,0.008695652173913044,0.991304347826087,1.4714420739321061,4,0.991304347826087,0.09284415871331572,1,0.0,0.0,0.0,0,0.0,5.9963386727688786,8,1,1.0,0.8014014254638425,11,0.0,0.0,0.0,5,0.0,1.0,0.9360993351113458,3.248852660449421,1.0,0.14403405351415363,0.11746252177080382,0.6482564206597978,0.21273143305786085,4.679947083849553,1.0
